support,itemsets
0.5,model=gpt-4o-mini
0.5,criticality=wide
0.5,model=gpt-4o
0.4988888888888889,has_formula=1 & uses_coordinate=0
0.49833333333333335,is_correct=0 & noise_keyword_hit=none
0.49833333333333335,is_correct=0 & noise_keyword_hit=none & noise_keyword_present=0
0.49833333333333335,is_correct=0 & noise_keyword_present=0
0.47555555555555556,has_formula=1 & model=gpt-4o
0.47055555555555556,is_correct=0 & is_uncertain=0
0.4688888888888889,is_uncertain=0 & model=gpt-4o-mini
0.4677777777777778,has_formula=1 & is_correct=0 & noise_keyword_hit=none
0.4677777777777778,has_formula=1 & is_correct=0 & noise_keyword_present=0
0.4677777777777778,has_formula=1 & is_correct=0 & noise_keyword_hit=none & noise_keyword_present=0
0.45944444444444443,ai_judgment=cannot_pass & is_correct=0 & is_uncertain=0
0.45944444444444443,ai_judgment=cannot_pass & is_correct=0
0.45111111111111113,has_formula=1 & is_correct=0 & is_uncertain=0
0.44,ai_judgment=cannot_pass & has_formula=1 & is_correct=0
0.44,ai_judgment=cannot_pass & has_formula=1 & is_correct=0 & is_uncertain=0
0.435,noise_keyword_hit=none & uses_coordinate=0
0.435,noise_keyword_present=0 & uses_coordinate=0
0.435,noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=0
0.435,criticality=wide & is_uncertain=0
0.43444444444444447,is_correct=0 & is_uncertain=0 & noise_keyword_hit=none
0.43444444444444447,is_correct=0 & is_uncertain=0 & noise_keyword_hit=none & noise_keyword_present=0
0.43444444444444447,is_correct=0 & is_uncertain=0 & noise_keyword_present=0
0.4266666666666667,has_formula=1 & is_correct=0 & is_uncertain=0 & noise_keyword_present=0
0.4266666666666667,has_formula=1 & is_correct=0 & is_uncertain=0 & noise_keyword_hit=none
0.425,is_correct=0 & uses_coordinate=0
0.42444444444444446,ai_judgment=cannot_pass & is_correct=0 & is_uncertain=0 & noise_keyword_hit=none
0.42444444444444446,ai_judgment=cannot_pass & is_correct=0 & noise_keyword_present=0
0.42444444444444446,ai_judgment=cannot_pass & is_correct=0 & noise_keyword_hit=none & noise_keyword_present=0
0.42444444444444446,ai_judgment=cannot_pass & is_correct=0 & is_uncertain=0 & noise_keyword_present=0
0.42444444444444446,ai_judgment=cannot_pass & is_correct=0 & noise_keyword_hit=none
0.4166666666666667,ai_judgment=cannot_pass & has_formula=1 & is_correct=0 & noise_keyword_present=0
0.4166666666666667,ai_judgment=cannot_pass & has_formula=1 & is_correct=0 & noise_keyword_hit=none
0.4127777777777778,error_category=concept_confusion & is_correct=0 & is_uncertain=0
0.4127777777777778,error_category=concept_confusion & is_uncertain=0
0.4127777777777778,error_category=concept_confusion
0.4127777777777778,error_category=concept_confusion & is_correct=0
0.4116666666666667,model=gpt-4o-mini & noise_keyword_hit=none
0.4116666666666667,model=gpt-4o-mini & noise_keyword_present=0
0.4116666666666667,error_category=concept_confusion & noise_keyword_hit=none
0.4116666666666667,model=gpt-4o-mini & noise_keyword_hit=none & noise_keyword_present=0
0.4116666666666667,error_category=concept_confusion & is_correct=0 & noise_keyword_hit=none & noise_keyword_present=0
0.4116666666666667,error_category=concept_confusion & is_correct=0 & is_uncertain=0 & noise_keyword_present=0
0.4116666666666667,error_category=concept_confusion & is_correct=0 & is_uncertain=0 & noise_keyword_hit=none
0.4116666666666667,error_category=concept_confusion & is_correct=0 & noise_keyword_hit=none
0.4116666666666667,error_category=concept_confusion & noise_keyword_hit=none & noise_keyword_present=0
0.4116666666666667,error_category=concept_confusion & is_uncertain=0 & noise_keyword_present=0
0.4116666666666667,error_category=concept_confusion & is_uncertain=0 & noise_keyword_hit=none
0.4116666666666667,error_category=concept_confusion & is_correct=0 & noise_keyword_present=0
0.4116666666666667,error_category=concept_confusion & is_uncertain=0 & noise_keyword_hit=none & noise_keyword_present=0
0.4116666666666667,error_category=concept_confusion & noise_keyword_present=0
0.40944444444444444,criticality=wide & has_formula=1
0.40944444444444444,error_category=concept_confusion & has_formula=1 & is_correct=0 & is_uncertain=0
0.40944444444444444,error_category=concept_confusion & has_formula=1 & is_correct=0
0.40944444444444444,error_category=concept_confusion & has_formula=1 & is_uncertain=0
0.40944444444444444,error_category=concept_confusion & has_formula=1
0.4083333333333333,error_category=concept_confusion & has_formula=1 & is_uncertain=0 & noise_keyword_present=0
0.4083333333333333,error_category=concept_confusion & has_formula=1 & noise_keyword_hit=none
0.4083333333333333,error_category=concept_confusion & has_formula=1 & is_uncertain=0 & noise_keyword_hit=none
0.4083333333333333,error_category=concept_confusion & has_formula=1 & noise_keyword_present=0
0.4083333333333333,error_category=concept_confusion & has_formula=1 & is_correct=0 & noise_keyword_present=0
0.4083333333333333,error_category=concept_confusion & has_formula=1 & noise_keyword_hit=none & noise_keyword_present=0
0.4083333333333333,error_category=concept_confusion & has_formula=1 & is_correct=0 & noise_keyword_hit=none
0.4027777777777778,ai_judgment=cannot_pass & error_category=concept_confusion
0.4027777777777778,ai_judgment=cannot_pass & error_category=concept_confusion & is_correct=0
0.4027777777777778,ai_judgment=cannot_pass & error_category=concept_confusion & is_correct=0 & is_uncertain=0
0.4027777777777778,ai_judgment=cannot_pass & error_category=concept_confusion & is_uncertain=0
0.40166666666666667,ai_judgment=cannot_pass & error_category=concept_confusion & is_correct=0 & noise_keyword_hit=none
0.40166666666666667,ai_judgment=cannot_pass & error_category=concept_confusion & is_correct=0 & noise_keyword_present=0
0.40166666666666667,ai_judgment=cannot_pass & error_category=concept_confusion & noise_keyword_hit=none & noise_keyword_present=0
0.40166666666666667,ai_judgment=cannot_pass & error_category=concept_confusion & is_uncertain=0 & noise_keyword_hit=none
0.40166666666666667,ai_judgment=cannot_pass & error_category=concept_confusion & noise_keyword_present=0
0.40166666666666667,ai_judgment=cannot_pass & error_category=concept_confusion & is_uncertain=0 & noise_keyword_present=0
0.40166666666666667,ai_judgment=cannot_pass & error_category=concept_confusion & noise_keyword_hit=none
0.39944444444444444,ai_judgment=cannot_pass & error_category=concept_confusion & has_formula=1 & is_correct=0
0.39944444444444444,ai_judgment=cannot_pass & error_category=concept_confusion & has_formula=1 & is_uncertain=0
0.39944444444444444,ai_judgment=cannot_pass & error_category=concept_confusion & has_formula=1
0.3983333333333333,ai_judgment=cannot_pass & error_category=concept_confusion & has_formula=1 & noise_keyword_present=0
0.3983333333333333,ai_judgment=cannot_pass & error_category=concept_confusion & has_formula=1 & noise_keyword_hit=none
0.39,is_uncertain=0 & model=gpt-4o-mini & noise_keyword_present=0
0.39,ai_judgment=cannot_pass & is_uncertain=0 & uses_coordinate=0
0.39,ai_judgment=cannot_pass & uses_coordinate=0
0.39,is_uncertain=0 & model=gpt-4o-mini & noise_keyword_hit=none
0.39,is_uncertain=0 & model=gpt-4o-mini & noise_keyword_hit=none & noise_keyword_present=0
0.38,criticality=wide & noise_keyword_present=0
0.38,criticality=wide & noise_keyword_hit=none
0.38,criticality=wide & noise_keyword_hit=none & noise_keyword_present=0
0.3794444444444444,ai_judgment=cannot_pass & is_uncertain=0 & model=gpt-4o-mini
0.3794444444444444,ai_judgment=cannot_pass & model=gpt-4o-mini
0.3788888888888889,has_formula=1 & is_uncertain=0 & uses_coordinate=0
0.37277777777777776,is_uncertain=0 & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=0
0.37277777777777776,is_uncertain=0 & noise_keyword_present=0 & uses_coordinate=0
0.37277777777777776,is_uncertain=0 & noise_keyword_hit=none & uses_coordinate=0
0.36833333333333335,is_uncertain=0 & model=gpt-4o
0.36666666666666664,is_correct=1
0.36666666666666664,is_correct=1 & is_uncertain=0
0.36666666666666664,error_category=none & is_correct=1
0.36666666666666664,error_category=none & is_correct=1 & is_uncertain=0
0.36666666666666664,error_category=none
0.36666666666666664,error_category=none & is_uncertain=0
0.365,has_formula=1 & is_correct=0 & uses_coordinate=0
0.3572222222222222,has_formula=1 & noise_keyword_hit=none & uses_coordinate=0
0.3572222222222222,has_formula=1 & noise_keyword_present=0 & uses_coordinate=0
0.3572222222222222,has_formula=1 & is_uncertain=0 & model=gpt-4o
0.3572222222222222,has_formula=1 & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=0
0.3566666666666667,criticality=wide & has_formula=1 & is_uncertain=0
0.35444444444444445,has_formula=1 & model=gpt-4o-mini
0.3522222222222222,criticality=wide & is_uncertain=0 & noise_keyword_hit=none & noise_keyword_present=0
0.3522222222222222,criticality=wide & is_uncertain=0 & noise_keyword_hit=none
0.3522222222222222,criticality=wide & is_uncertain=0 & noise_keyword_present=0
0.3511111111111111,has_formula=1 & is_uncertain=0 & model=gpt-4o-mini
0.35055555555555556,criticality=wide & is_correct=0
0.35,criticality=borderline
0.34555555555555556,model=gpt-4o & noise_keyword_hit=none
0.34555555555555556,model=gpt-4o & noise_keyword_hit=none & noise_keyword_present=0
0.34555555555555556,model=gpt-4o & noise_keyword_present=0
0.3422222222222222,has_formula=1 & model=gpt-4o & noise_keyword_hit=none
0.3422222222222222,has_formula=1 & model=gpt-4o & noise_keyword_hit=none & noise_keyword_present=0
0.3422222222222222,has_formula=1 & model=gpt-4o & noise_keyword_present=0
0.3411111111111111,ai_judgment=cannot_pass & has_formula=1 & uses_coordinate=0
0.3411111111111111,ai_judgment=cannot_pass & has_formula=1 & is_uncertain=0 & uses_coordinate=0
0.33944444444444444,is_correct=0 & model=gpt-4o
0.3383333333333333,ai_judgment=cannot_pass & model=gpt-4o-mini & noise_keyword_hit=none
0.3383333333333333,ai_judgment=cannot_pass & model=gpt-4o-mini & noise_keyword_present=0
0.3383333333333333,ai_judgment=cannot_pass & model=gpt-4o-mini & noise_keyword_hit=none & noise_keyword_present=0
0.3383333333333333,ai_judgment=cannot_pass & is_uncertain=0 & model=gpt-4o-mini & noise_keyword_hit=none
0.3383333333333333,ai_judgment=cannot_pass & is_uncertain=0 & model=gpt-4o-mini & noise_keyword_present=0
0.3383333333333333,criticality=wide & has_formula=1 & is_correct=0
0.33666666666666667,has_formula=1 & model=gpt-4o-mini & noise_keyword_hit=none
0.33666666666666667,has_formula=1 & model=gpt-4o-mini & noise_keyword_hit=none & noise_keyword_present=0
0.33666666666666667,has_formula=1 & model=gpt-4o-mini & noise_keyword_present=0
0.335,criticality=wide & has_formula=1 & noise_keyword_hit=none & noise_keyword_present=0
0.335,model=gpt-4o-mini & uses_coordinate=0
0.335,has_formula=1 & is_uncertain=0 & model=gpt-4o-mini & noise_keyword_present=0
0.335,has_formula=1 & is_uncertain=0 & model=gpt-4o-mini & noise_keyword_hit=none
0.335,criticality=wide & has_formula=1 & noise_keyword_present=0
0.335,criticality=wide & has_formula=1 & noise_keyword_hit=none
0.3338888888888889,criticality=wide & uses_coordinate=0
0.3333333333333333,model=gpt-4o & uses_coordinate=0
0.3333333333333333,level=L3
0.3333333333333333,level=L2 & uses_coordinate=0
0.3333333333333333,level=L1 & uses_coordinate=0
0.3333333333333333,level=L2
0.3333333333333333,level=L1
0.33166666666666667,level=L3 & uses_coordinate=1
0.33166666666666667,uses_coordinate=1
0.33111111111111113,has_formula=1 & level=L3
0.33111111111111113,has_formula=1 & level=L3 & uses_coordinate=1
0.33111111111111113,has_formula=1 & uses_coordinate=1
0.33055555555555555,has_formula=1 & level=L2
0.33055555555555555,has_formula=1 & level=L2 & uses_coordinate=0
0.33,ai_judgment=cannot_pass & has_formula=1 & model=gpt-4o-mini
0.33,ai_judgment=cannot_pass & has_formula=1 & is_uncertain=0 & model=gpt-4o-mini
0.33,is_uncertain=0 & level=L3 & uses_coordinate=1
0.33,is_uncertain=0 & uses_coordinate=1
0.33,is_uncertain=0 & level=L3
0.32944444444444443,has_formula=1 & is_uncertain=0 & level=L3
0.32944444444444443,has_formula=1 & is_uncertain=0 & uses_coordinate=1
0.32944444444444443,has_formula=1 & is_uncertain=0 & level=L3 & uses_coordinate=1
0.3288888888888889,is_uncertain=0 & level=L2 & uses_coordinate=0
0.3288888888888889,has_formula=1 & is_uncertain=0 & level=L2 & uses_coordinate=0
0.3288888888888889,is_uncertain=0 & level=L2
0.3288888888888889,has_formula=1 & is_uncertain=0 & level=L2
0.32611111111111113,has_formula=1 & is_correct=0 & model=gpt-4o
0.32555555555555554,ai_judgment=cannot_pass & is_uncertain=0 & noise_keyword_present=0 & uses_coordinate=0
0.32555555555555554,ai_judgment=cannot_pass & noise_keyword_present=0 & uses_coordinate=0
0.32555555555555554,ai_judgment=cannot_pass & noise_keyword_hit=none & uses_coordinate=0
0.32555555555555554,ai_judgment=cannot_pass & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=0
0.32555555555555554,ai_judgment=cannot_pass & is_uncertain=0 & noise_keyword_hit=none & uses_coordinate=0
0.3238888888888889,level=L3 & noise_keyword_present=0
0.3238888888888889,level=L3 & noise_keyword_hit=none & noise_keyword_present=0
0.3238888888888889,level=L3 & noise_keyword_hit=none
0.32222222222222224,level=L3 & noise_keyword_present=0 & uses_coordinate=1
0.32222222222222224,noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=1
0.32222222222222224,noise_keyword_present=0 & uses_coordinate=1
0.32222222222222224,noise_keyword_hit=none & uses_coordinate=1
0.32222222222222224,level=L3 & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=1
0.32222222222222224,level=L3 & noise_keyword_hit=none & uses_coordinate=1
0.32166666666666666,has_formula=1 & level=L3 & noise_keyword_present=0 & uses_coordinate=1
0.32166666666666666,has_formula=1 & level=L3 & noise_keyword_hit=none & noise_keyword_present=0
0.32166666666666666,has_formula=1 & level=L3 & noise_keyword_hit=none
0.32166666666666666,has_formula=1 & noise_keyword_hit=none & uses_coordinate=1
0.32166666666666666,has_formula=1 & level=L3 & noise_keyword_present=0
0.32166666666666666,has_formula=1 & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=1
0.32166666666666666,has_formula=1 & level=L3 & noise_keyword_hit=none & uses_coordinate=1
0.32166666666666666,has_formula=1 & noise_keyword_present=0 & uses_coordinate=1
0.3211111111111111,ai_judgment=cannot_pass & level=L2 & uses_coordinate=0
0.3211111111111111,ai_judgment=cannot_pass & is_uncertain=0 & level=L2 & uses_coordinate=0
0.3211111111111111,ai_judgment=cannot_pass & has_formula=1 & level=L2 & uses_coordinate=0
0.3211111111111111,ai_judgment=cannot_pass & level=L2
0.3211111111111111,ai_judgment=cannot_pass & is_uncertain=0 & level=L2
0.3211111111111111,ai_judgment=cannot_pass & has_formula=1 & level=L2
0.3211111111111111,ai_judgment=cannot_pass & has_formula=1 & is_uncertain=0 & level=L2
0.32055555555555554,is_uncertain=0 & level=L3 & noise_keyword_present=0
0.32055555555555554,is_uncertain=0 & level=L3 & noise_keyword_hit=none & noise_keyword_present=0
0.32055555555555554,is_uncertain=0 & level=L3 & noise_keyword_hit=none
0.32055555555555554,is_uncertain=0 & level=L3 & noise_keyword_present=0 & uses_coordinate=1
0.32055555555555554,is_uncertain=0 & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=1
0.32055555555555554,is_uncertain=0 & level=L3 & noise_keyword_hit=none & uses_coordinate=1
0.32055555555555554,is_uncertain=0 & noise_keyword_hit=none & uses_coordinate=1
0.32055555555555554,is_uncertain=0 & noise_keyword_present=0 & uses_coordinate=1
0.32,has_formula=1 & is_uncertain=0 & level=L3 & noise_keyword_present=0
0.32,has_formula=1 & is_uncertain=0 & noise_keyword_present=0 & uses_coordinate=1
0.32,has_formula=1 & is_uncertain=0 & level=L3 & noise_keyword_hit=none
0.32,has_formula=1 & is_uncertain=0 & noise_keyword_hit=none & uses_coordinate=1
0.31777777777777777,has_formula=1 & is_uncertain=0 & noise_keyword_present=0 & uses_coordinate=0
0.31777777777777777,ai_judgment=cannot_pass & has_formula=1 & model=gpt-4o-mini & noise_keyword_present=0
0.31777777777777777,has_formula=1 & is_uncertain=0 & noise_keyword_hit=none & uses_coordinate=0
0.31777777777777777,ai_judgment=cannot_pass & has_formula=1 & model=gpt-4o-mini & noise_keyword_hit=none
0.31722222222222224,criticality=wide & has_formula=1 & is_uncertain=0 & noise_keyword_hit=none
0.31722222222222224,criticality=wide & has_formula=1 & is_uncertain=0 & noise_keyword_present=0
0.31166666666666665,level=L2 & noise_keyword_hit=none
0.31166666666666665,level=L2 & noise_keyword_present=0
0.31166666666666665,level=L2 & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=0
0.31166666666666665,level=L2 & noise_keyword_hit=none & noise_keyword_present=0
0.31166666666666665,level=L2 & noise_keyword_hit=none & uses_coordinate=0
0.31166666666666665,level=L2 & noise_keyword_present=0 & uses_coordinate=0
0.3088888888888889,has_formula=1 & level=L2 & noise_keyword_present=0 & uses_coordinate=0
0.3088888888888889,has_formula=1 & level=L2 & noise_keyword_hit=none & uses_coordinate=0
0.3088888888888889,has_formula=1 & level=L2 & noise_keyword_present=0
0.3088888888888889,has_formula=1 & level=L2 & noise_keyword_hit=none
0.3088888888888889,has_formula=1 & level=L2 & noise_keyword_hit=none & noise_keyword_present=0
0.3088888888888889,has_formula=1 & model=gpt-4o & uses_coordinate=0
0.30777777777777776,has_formula=1 & is_uncertain=0 & level=L2 & noise_keyword_present=0
0.30777777777777776,is_uncertain=0 & level=L2 & noise_keyword_hit=none & noise_keyword_present=0
0.30777777777777776,is_uncertain=0 & level=L2 & noise_keyword_present=0 & uses_coordinate=0
0.30777777777777776,has_formula=1 & is_uncertain=0 & level=L2 & noise_keyword_hit=none
0.30777777777777776,is_uncertain=0 & level=L2 & noise_keyword_hit=none & uses_coordinate=0
0.30777777777777776,is_uncertain=0 & level=L2 & noise_keyword_hit=none
0.30777777777777776,is_uncertain=0 & level=L2 & noise_keyword_present=0
0.3055555555555556,ai_judgment=cannot_pass & has_formula=1 & noise_keyword_hit=none & uses_coordinate=0
0.3055555555555556,ai_judgment=cannot_pass & has_formula=1 & noise_keyword_present=0 & uses_coordinate=0
0.3038888888888889,is_uncertain=0 & model=gpt-4o-mini & uses_coordinate=0
0.30333333333333334,is_uncertain=0 & model=gpt-4o & noise_keyword_present=0
0.30333333333333334,is_uncertain=0 & model=gpt-4o & noise_keyword_hit=none
0.30333333333333334,is_uncertain=0 & model=gpt-4o & noise_keyword_hit=none & noise_keyword_present=0
0.30277777777777776,has_formula=1 & is_uncertain=0 & model=gpt-4o & noise_keyword_present=0
0.30277777777777776,has_formula=1 & is_uncertain=0 & model=gpt-4o & noise_keyword_hit=none
0.3005555555555556,ai_judgment=cannot_pass & level=L2 & noise_keyword_hit=none & uses_coordinate=0
0.3005555555555556,ai_judgment=cannot_pass & level=L2 & noise_keyword_present=0
0.3005555555555556,ai_judgment=cannot_pass & has_formula=1 & level=L2 & noise_keyword_hit=none
0.3005555555555556,ai_judgment=cannot_pass & is_uncertain=0 & level=L2 & noise_keyword_hit=none
0.3005555555555556,ai_judgment=cannot_pass & has_formula=1 & level=L2 & noise_keyword_present=0
0.3005555555555556,ai_judgment=cannot_pass & level=L2 & noise_keyword_present=0 & uses_coordinate=0
0.3005555555555556,ai_judgment=cannot_pass & level=L2 & noise_keyword_hit=none & noise_keyword_present=0
0.3005555555555556,ai_judgment=cannot_pass & is_uncertain=0 & level=L2 & noise_keyword_present=0
0.3005555555555556,ai_judgment=cannot_pass & level=L2 & noise_keyword_hit=none
0.29944444444444446,criticality=wide & is_correct=0 & noise_keyword_hit=none
0.29944444444444446,criticality=wide & is_correct=0 & noise_keyword_hit=none & noise_keyword_present=0
0.29944444444444446,criticality=wide & is_correct=0 & noise_keyword_present=0
0.295,is_correct=0 & noise_keyword_hit=none & uses_coordinate=0
0.295,is_correct=0 & noise_keyword_present=0 & uses_coordinate=0
0.295,is_correct=0 & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=0
0.29388888888888887,is_correct=0 & model=gpt-4o-mini
0.2927777777777778,criticality=borderline & has_formula=1
0.28944444444444445,criticality=wide & has_formula=1 & is_correct=0 & noise_keyword_hit=none
0.28944444444444445,criticality=wide & has_formula=1 & is_correct=0 & noise_keyword_present=0
0.28555555555555556,criticality=wide & has_formula=1 & is_correct=0 & is_uncertain=0
0.28555555555555556,ai_judgment=cannot_pass & criticality=wide & has_formula=1 & is_correct=0
0.28555555555555556,ai_judgment=cannot_pass & criticality=wide & has_formula=1 & is_uncertain=0
0.28555555555555556,ai_judgment=cannot_pass & criticality=wide & is_uncertain=0
0.28555555555555556,ai_judgment=cannot_pass & criticality=wide & is_correct=0 & is_uncertain=0
0.28555555555555556,ai_judgment=cannot_pass & criticality=wide & has_formula=1
0.28555555555555556,ai_judgment=cannot_pass & criticality=wide & is_correct=0
0.28555555555555556,criticality=wide & is_correct=0 & is_uncertain=0
0.28555555555555556,ai_judgment=cannot_pass & criticality=wide
0.2783333333333333,ai_judgment=cannot_pass & has_formula=1 & model=gpt-4o
0.2783333333333333,ai_judgment=cannot_pass & model=gpt-4o
0.2783333333333333,ai_judgment=cannot_pass & is_uncertain=0 & model=gpt-4o
0.2783333333333333,ai_judgment=cannot_pass & has_formula=1 & is_uncertain=0 & model=gpt-4o
0.27666666666666667,criticality=borderline & is_uncertain=0
0.27166666666666667,ai_judgment=cannot_pass & criticality=wide & has_formula=1 & noise_keyword_present=0
0.27166666666666667,ai_judgment=cannot_pass & criticality=wide & is_correct=0 & noise_keyword_present=0
0.27166666666666667,ai_judgment=cannot_pass & criticality=wide & noise_keyword_hit=none & noise_keyword_present=0
0.27166666666666667,criticality=wide & is_correct=0 & is_uncertain=0 & noise_keyword_present=0
0.27166666666666667,criticality=wide & is_correct=0 & is_uncertain=0 & noise_keyword_hit=none
0.27166666666666667,ai_judgment=cannot_pass & criticality=wide & is_uncertain=0 & noise_keyword_hit=none
0.27166666666666667,ai_judgment=cannot_pass & criticality=wide & has_formula=1 & noise_keyword_hit=none
0.27166666666666667,ai_judgment=cannot_pass & criticality=wide & is_correct=0 & noise_keyword_hit=none
0.27166666666666667,ai_judgment=cannot_pass & criticality=wide & is_uncertain=0 & noise_keyword_present=0
0.27166666666666667,ai_judgment=cannot_pass & criticality=wide & noise_keyword_present=0
0.27166666666666667,ai_judgment=cannot_pass & criticality=wide & noise_keyword_hit=none
0.27,criticality=wide & is_uncertain=0 & uses_coordinate=0
0.2688888888888889,is_correct=0 & model=gpt-4o-mini & noise_keyword_hit=none & noise_keyword_present=0
0.2688888888888889,is_correct=0 & model=gpt-4o-mini & noise_keyword_present=0
0.2688888888888889,is_correct=0 & model=gpt-4o-mini & noise_keyword_hit=none
0.2677777777777778,ai_judgment=cannot_pass & level=L3 & uses_coordinate=1
0.2677777777777778,ai_judgment=cannot_pass & is_uncertain=0 & uses_coordinate=1
0.2677777777777778,ai_judgment=cannot_pass & level=L3
0.2677777777777778,ai_judgment=cannot_pass & is_uncertain=0 & level=L3 & uses_coordinate=1
0.2677777777777778,ai_judgment=cannot_pass & uses_coordinate=1
0.2677777777777778,ai_judgment=cannot_pass & is_uncertain=0 & level=L3
0.26722222222222225,ai_judgment=cannot_pass & has_formula=1 & is_uncertain=0 & level=L3
0.26722222222222225,ai_judgment=cannot_pass & has_formula=1 & level=L3
0.26722222222222225,ai_judgment=cannot_pass & has_formula=1 & is_uncertain=0 & uses_coordinate=1
0.26722222222222225,ai_judgment=cannot_pass & has_formula=1 & level=L3 & uses_coordinate=1
0.26722222222222225,ai_judgment=cannot_pass & has_formula=1 & uses_coordinate=1
0.26666666666666666,criticality=borderline & noise_keyword_hit=none
0.26666666666666666,criticality=borderline & noise_keyword_present=0
0.26666666666666666,criticality=borderline & noise_keyword_hit=none & noise_keyword_present=0
0.265,has_formula=1 & is_correct=0 & noise_keyword_present=0 & uses_coordinate=0
0.265,has_formula=1 & is_correct=0 & noise_keyword_hit=none & uses_coordinate=0
0.2638888888888889,is_correct=0 & is_uncertain=0 & uses_coordinate=0
0.2638888888888889,ai_judgment=cannot_pass & is_correct=0 & uses_coordinate=0
0.2638888888888889,ai_judgment=cannot_pass & is_correct=0 & is_uncertain=0 & uses_coordinate=0
0.2627777777777778,ai_judgment=cannot_pass & level=L3 & noise_keyword_present=0 & uses_coordinate=1
0.2627777777777778,ai_judgment=cannot_pass & noise_keyword_present=0 & uses_coordinate=1
0.2627777777777778,ai_judgment=cannot_pass & is_uncertain=0 & level=L3 & noise_keyword_hit=none
0.2627777777777778,is_correct=0 & is_uncertain=0 & model=gpt-4o-mini
0.2627777777777778,ai_judgment=cannot_pass & level=L3 & noise_keyword_hit=none & noise_keyword_present=0
0.2627777777777778,ai_judgment=cannot_pass & noise_keyword_hit=none & uses_coordinate=1
0.2627777777777778,ai_judgment=cannot_pass & level=L3 & noise_keyword_hit=none
0.2627777777777778,ai_judgment=cannot_pass & level=L3 & noise_keyword_hit=none & uses_coordinate=1
0.2627777777777778,ai_judgment=cannot_pass & is_uncertain=0 & noise_keyword_present=0 & uses_coordinate=1
0.2627777777777778,ai_judgment=cannot_pass & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=1
0.2627777777777778,ai_judgment=cannot_pass & level=L3 & noise_keyword_present=0
0.2627777777777778,ai_judgment=cannot_pass & is_uncertain=0 & noise_keyword_hit=none & uses_coordinate=1
0.2627777777777778,ai_judgment=cannot_pass & is_uncertain=0 & level=L3 & noise_keyword_present=0
0.26222222222222225,ai_judgment=cannot_pass & has_formula=1 & noise_keyword_hit=none & uses_coordinate=1
0.26222222222222225,ai_judgment=cannot_pass & has_formula=1 & level=L3 & noise_keyword_hit=none
