prompt_id,case_id,level,noise_label,noise_text,stair_width_cm,landing_depth_cm,wheelchair_width_cm,wheelchair_length_cm,turn_radius_cm,clearance_margin_cm,criticality,reference_judgment,prompt
C001_L3_none,C001,L3,none,,79,90,66,115,103,-13,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=79cm，平台有效进深 D=90cm。轮椅近似为 115cm x 66cm 的矩形刚体，保守旋转包络半径 R=103cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C001_L3_material_color,C001,L3,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,79,90,66,115,103,-13,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=79cm，平台有效进深 D=90cm。轮椅近似为 115cm x 66cm 的矩形刚体，保守旋转包络半径 R=103cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C001_L3_ambient_noise,C001,L3,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,79,90,66,115,103,-13,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=79cm，平台有效进深 D=90cm。轮椅近似为 115cm x 66cm 的矩形刚体，保守旋转包络半径 R=103cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C001_L3_lighting,C001,L3,lighting,灯光偏暗，但地面干燥，没有积水。,79,90,66,115,103,-13,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=79cm，平台有效进深 D=90cm。轮椅近似为 115cm x 66cm 的矩形刚体，保守旋转包络半径 R=103cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C001_L3_emotional_pressure,C001,L3,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,79,90,66,115,103,-13,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=79cm，平台有效进深 D=90cm。轮椅近似为 115cm x 66cm 的矩形刚体，保守旋转包络半径 R=103cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L1_none,C002,L1,none,,92,121,81,109,101,11,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L1_material_color,C002,L1,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,92,121,81,109,101,11,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L1_ambient_noise,C002,L1,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,92,121,81,109,101,11,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L1_lighting,C002,L1,lighting,灯光偏暗，但地面干燥，没有积水。,92,121,81,109,101,11,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L1_emotional_pressure,C002,L1,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,92,121,81,109,101,11,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L2_none,C002,L2,none,,92,121,81,109,101,11,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 92cm，平台进深 121cm，轮椅宽 81cm，轮椅长 109cm，厂家给出的最小转弯半径约为 101cm。请基于这些参数判断是否能通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L2_material_color,C002,L2,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,92,121,81,109,101,11,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 92cm，平台进深 121cm，轮椅宽 81cm，轮椅长 109cm，厂家给出的最小转弯半径约为 101cm。请基于这些参数判断是否能通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L2_ambient_noise,C002,L2,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,92,121,81,109,101,11,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 92cm，平台进深 121cm，轮椅宽 81cm，轮椅长 109cm，厂家给出的最小转弯半径约为 101cm。请基于这些参数判断是否能通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L2_lighting,C002,L2,lighting,灯光偏暗，但地面干燥，没有积水。,92,121,81,109,101,11,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 92cm，平台进深 121cm，轮椅宽 81cm，轮椅长 109cm，厂家给出的最小转弯半径约为 101cm。请基于这些参数判断是否能通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L2_emotional_pressure,C002,L2,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,92,121,81,109,101,11,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 92cm，平台进深 121cm，轮椅宽 81cm，轮椅长 109cm，厂家给出的最小转弯半径约为 101cm。请基于这些参数判断是否能通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L3_none,C002,L3,none,,92,121,81,109,101,11,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=92cm，平台有效进深 D=121cm。轮椅近似为 109cm x 81cm 的矩形刚体，保守旋转包络半径 R=101cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L3_material_color,C002,L3,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,92,121,81,109,101,11,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=92cm，平台有效进深 D=121cm。轮椅近似为 109cm x 81cm 的矩形刚体，保守旋转包络半径 R=101cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L3_ambient_noise,C002,L3,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,92,121,81,109,101,11,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=92cm，平台有效进深 D=121cm。轮椅近似为 109cm x 81cm 的矩形刚体，保守旋转包络半径 R=101cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L3_lighting,C002,L3,lighting,灯光偏暗，但地面干燥，没有积水。,92,121,81,109,101,11,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=92cm，平台有效进深 D=121cm。轮椅近似为 109cm x 81cm 的矩形刚体，保守旋转包络半径 R=101cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C002_L3_emotional_pressure,C002,L3,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,92,121,81,109,101,11,wide,can_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=92cm，平台有效进深 D=121cm。轮椅近似为 109cm x 81cm 的矩形刚体，保守旋转包络半径 R=101cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L1_none,C003,L1,none,,106,95,73,103,98,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L1_material_color,C003,L1,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,106,95,73,103,98,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L1_ambient_noise,C003,L1,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,106,95,73,103,98,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L1_lighting,C003,L1,lighting,灯光偏暗，但地面干燥，没有积水。,106,95,73,103,98,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L1_emotional_pressure,C003,L1,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,106,95,73,103,98,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L2_none,C003,L2,none,,106,95,73,103,98,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 106cm，平台进深 95cm，轮椅宽 73cm，轮椅长 103cm，厂家给出的最小转弯半径约为 98cm。请基于这些参数判断是否能通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L2_material_color,C003,L2,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,106,95,73,103,98,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 106cm，平台进深 95cm，轮椅宽 73cm，轮椅长 103cm，厂家给出的最小转弯半径约为 98cm。请基于这些参数判断是否能通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L2_ambient_noise,C003,L2,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,106,95,73,103,98,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 106cm，平台进深 95cm，轮椅宽 73cm，轮椅长 103cm，厂家给出的最小转弯半径约为 98cm。请基于这些参数判断是否能通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L2_lighting,C003,L2,lighting,灯光偏暗，但地面干燥，没有积水。,106,95,73,103,98,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 106cm，平台进深 95cm，轮椅宽 73cm，轮椅长 103cm，厂家给出的最小转弯半径约为 98cm。请基于这些参数判断是否能通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L2_emotional_pressure,C003,L2,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,106,95,73,103,98,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 106cm，平台进深 95cm，轮椅宽 73cm，轮椅长 103cm，厂家给出的最小转弯半径约为 98cm。请基于这些参数判断是否能通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L3_none,C003,L3,none,,106,95,73,103,98,-3,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=106cm，平台有效进深 D=95cm。轮椅近似为 103cm x 73cm 的矩形刚体，保守旋转包络半径 R=98cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L3_material_color,C003,L3,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,106,95,73,103,98,-3,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=106cm，平台有效进深 D=95cm。轮椅近似为 103cm x 73cm 的矩形刚体，保守旋转包络半径 R=98cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L3_ambient_noise,C003,L3,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,106,95,73,103,98,-3,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=106cm，平台有效进深 D=95cm。轮椅近似为 103cm x 73cm 的矩形刚体，保守旋转包络半径 R=98cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L3_lighting,C003,L3,lighting,灯光偏暗，但地面干燥，没有积水。,106,95,73,103,98,-3,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=106cm，平台有效进深 D=95cm。轮椅近似为 103cm x 73cm 的矩形刚体，保守旋转包络半径 R=98cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C003_L3_emotional_pressure,C003,L3,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,106,95,73,103,98,-3,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=106cm，平台有效进深 D=95cm。轮椅近似为 103cm x 73cm 的矩形刚体，保守旋转包络半径 R=98cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C004_L1_none,C004,L1,none,,81,126,65,97,96,16,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C004_L1_material_color,C004,L1,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,81,126,65,97,96,16,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C004_L1_ambient_noise,C004,L1,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,81,126,65,97,96,16,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C004_L1_lighting,C004,L1,lighting,灯光偏暗，但地面干燥，没有积水。,81,126,65,97,96,16,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C004_L1_emotional_pressure,C004,L1,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,81,126,65,97,96,16,wide,can_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角空间看起来还算宽裕，轮椅通过时两侧有一些余量。请你根据空间常识判断。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C004_L2_none,C004,L2,none,,81,126,65,97,96,16,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 81cm，平台进深 126cm，轮椅宽 65cm，轮椅长 97cm，厂家给出的最小转弯半径约为 96cm。请基于这些参数判断是否能通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
C004_L2_material_color,C004,L2,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,81,126,65,97,96,16,wide,can_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 81cm，平台进深 126cm，轮椅宽 65cm，轮椅长 97cm，厂家给出的最小转弯半径约为 96cm。请基于这些参数判断是否能通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
